#epsilon= 2.950164e-01  dim= 3
0 -7.240920e+00 4
1 -3.841419e+00 4
2 -3.776522e+00 4
3 -3.657420e+00 4
4 -3.254577e+00 4
5 -2.970469e+00 4
6 -2.718701e+00 4
7 -6.925656e-01 4
8 -1.707592e-01 4
9 -1.687803e-01 4
10 -5.249679e-01 4
11 -1.002608e+00 4
12 -8.529568e-01 4
13 -8.702573e-01 4
14 -5.640545e-01 4
15 -5.256112e-01 4
16 -4.088496e-01 4
17 -4.289063e-01 4
18 -2.692185e-01 4
19 -2.311848e-01 4
20 -3.607970e-01 4
21 -1.244383e+00 4
22 -5.207014e-01 4
23 -9.523950e-02 4
24 -6.702175e-01 4
25 -8.949770e-01 4
26 -2.086782e+00 4
27 -1.769631e+00 4
28 -5.791938e-01 4
29 -5.185363e-01 4
30 -2.661714e-01 4
31 -4.790456e-01 4
32 -3.024574e-01 4
33 -8.974860e-01 4
34 -6.316018e-01 4
35 -1.222984e+00 4
36 -5.224120e-01 4
37 -6.303977e-01 4
38 -4.530020e-01 4
39 -1.979701e-02 4
40 -1.622457e-02 4
41 2.384983e-02 4
42 -3.923675e-01 4
43 -2.738262e-01 4
44 -2.637027e-01 4
45 -4.504041e-01 4
46 -4.194102e-01 4
47 -1.963468e-01 4
48 -1.180807e-01 4
49 -1.757558e-01 4
50 -5.252778e-01 4

#epsilon= 2.950164e-01  dim= 4

#epsilon= 2.950164e-01  dim= 5

#epsilon= 2.950164e-01  dim= 6

#epsilon= 5.246216e-01  dim= 3
0 -6.645816e+00 32
1 -4.467865e+00 32
2 -2.825433e+00 32
3 -1.846754e+00 32
4 -1.683902e+00 32
5 -1.172655e+00 32
6 -1.327051e+00 32
7 -8.787073e-01 32
8 -7.298954e-01 32
9 -5.317494e-01 32
10 -5.257558e-01 32
11 -6.213210e-01 32
12 -6.408587e-01 32
13 -6.227699e-01 32
14 -5.965728e-01 32
15 -5.906839e-01 32
16 -7.490829e-01 32
17 -6.586467e-01 32
18 -6.263227e-01 32
19 -4.969451e-01 32
20 -5.516965e-01 32
21 -5.440084e-01 32
22 -5.837766e-01 32
23 -4.057609e-01 32
24 -5.765962e-01 32
25 -5.364718e-01 32
26 -8.080045e-01 32
27 -9.594111e-01 32
28 -8.349009e-01 32
29 -5.511795e-01 32
30 -4.507810e-01 32
31 -4.751182e-01 32
32 -5.282302e-01 32
33 -4.573645e-01 32
34 -5.440515e-01 32
35 -6.496969e-01 32
36 -7.048369e-01 32
37 -8.180494e-01 32
38 -8.727046e-01 32
39 -7.686738e-01 32
40 -6.329884e-01 32
41 -3.962713e-01 32
42 -3.400051e-01 32
43 -3.826424e-01 32
44 -5.469336e-01 32
45 -5.310023e-01 32
46 -4.922831e-01 32
47 -6.507937e-01 32
48 -4.294019e-01 32
49 -4.663853e-01 32
50 -4.916045e-01 32

#epsilon= 5.246216e-01  dim= 4
0 -6.675842e+00 4
1 -1.522807e+00 4
2 -9.027073e-01 4
3 -7.945026e-01 4
4 -4.300376e-01 4
5 -4.906735e-01 4
6 -7.742388e-01 4
7 -3.777037e-01 4
8 -6.311827e-01 4
9 -6.079467e-01 4
10 -3.811161e-01 4
11 -7.286907e-01 4
12 -7.222555e-01 4
13 -6.243296e-01 4
14 -3.634098e-01 4
15 -3.790041e-01 4
16 -3.975345e-01 4
17 -2.268499e-01 4
18 -2.458607e-01 4
19 -1.750898e-01 4
20 -2.007422e-01 4
21 -4.285892e-01 4
22 -6.364975e-01 4
23 -1.618505e-01 4
24 -2.525858e-01 4
25 -3.923160e-01 4
26 -4.378019e-01 4
27 -1.604277e+00 4
28 -4.139780e-01 4
29 -2.499055e-01 4
30 3.627225e-02 4
31 7.073591e-02 4
32 -8.224622e-02 4
33 -1.581937e-01 4
34 -5.264494e-01 4
35 -6.058669e-01 4
36 -4.530579e-01 4
37 -3.246222e-01 4
38 -4.294600e-01 4
39 -1.941768e-01 4
40 -1.267632e-01 4
41 -4.069289e-02 4
42 -3.637585e-02 4
43 -1.769131e-01 4
44 -1.917850e-01 4
45 -3.381514e-01 4
46 -1.197962e-01 4
47 -2.785787e-01 4
48 -2.446849e-01 4
49 -1.076857e-01 4
50 5.956997e-02 4

#epsilon= 5.246216e-01  dim= 5

#epsilon= 5.246216e-01  dim= 6

#epsilon= 9.329238e-01  dim= 3
0 -6.108368e+00 134
1 -4.309418e+00 134
2 -2.800829e+00 134
3 -2.015126e+00 134
4 -1.625065e+00 134
5 -1.372923e+00 134
6 -1.163728e+00 134
7 -1.005835e+00 134
8 -8.685084e-01 134
9 -7.054335e-01 134
10 -7.108129e-01 134
11 -6.174755e-01 134
12 -6.595329e-01 134
13 -6.464135e-01 134
14 -5.502389e-01 134
15 -4.880241e-01 134
16 -4.205910e-01 134
17 -4.748236e-01 134
18 -5.246236e-01 134
19 -5.464880e-01 134
20 -5.324659e-01 134
21 -5.520743e-01 134
22 -6.068025e-01 134
23 -5.917650e-01 134
24 -6.350911e-01 134
25 -6.582419e-01 134
